Accident_ID,Date,Day_of_Week,Time,City,Vehicle_Type,Road_Condition,Weather,Light_Condition,Cause,Accident_Severity
929,08-02-2023 16:00,Friday,Morning,Kolkata,Auto,Dry,Rainy,Daylight,Signal Jump,Minor
930,08-02-2023 17:00,Friday,Morning,Hyderabad,Car,Dry,Rainy,Daylight,Wrong Turn,Fatal
931,08-02-2023 18:00,Friday,Evening,Mumbai,Car,Snow,Rainy,Dark - Street Light,Drunk Driving,Serious
932,08-02-2023 19:00,Tuesday,Morning,Hyderabad,Car,Damaged,Clear,Daylight,Wrong Turn,Serious
933,08-02-2023 20:00,Tuesday,Morning,Hyderabad,Cycle,Dry,Foggy,Dark - No Light,Mechanical Failure,Minor
934,08-02-2023 21:00,Wednesday,Morning,Bangalore,Auto,Wet,Clear,Dark - Street Light,Wrong Turn,Minor
935,08-02-2023 22:00,Monday,Afternoon,Delhi,Auto,Dry,Rainy,Dark - Street Light,Mechanical Failure,Minor
936,08-02-2023 23:00,Friday,Night,Delhi,Auto,Wet,Rainy,Dark - No Light,Overspeed,Minor
937,09-02-2023 00:00,Saturday,Evening,Pune,Bus,Damaged,Foggy,Dark - No Light,Overspeed,Minor
938,09-02-2023 01:00,Monday,Evening,Pune,Auto,Wet,Clear,Dark - No Light,Mechanical Failure,Minor
939,09-02-2023 02:00,Saturday,Afternoon,Bangalore,Bus,Wet,Storm,Daylight,Mechanical Failure,Minor
940,09-02-2023 03:00,Monday,Night,Pune,Car,Wet,Storm,Dark - No Light,Wrong Turn,Serious
941,09-02-2023 04:00,Wednesday,Evening,Kolkata,Car,Wet,Rainy,Daylight,Mechanical Failure,Minor
942,09-02-2023 05:00,Friday,Morning,Mumbai,Cycle,Dry,Foggy,Dark - Street Light,Drunk Driving,Minor
943,09-02-2023 06:00,Friday,Evening,Chennai,Car,Wet,Clear,Dark - Street Light,Overspeed,Serious
944,09-02-2023 07:00,Thursday,Morning,Kolkata,Cycle,Dry,Clear,Dark - No Light,Overspeed,Serious
945,09-02-2023 08:00,Saturday,Afternoon,Chennai,Bike,Wet,Rainy,Daylight,Mechanical Failure,Fatal
946,09-02-2023 09:00,Monday,Morning,Chennai,Bike,Snow,Rainy,Dark - No Light,Signal Jump,Minor
947,09-02-2023 10:00,Monday,Evening,Bangalore,Truck,Damaged,Clear,Dark - No Light,Signal Jump,Minor
948,09-02-2023 11:00,Tuesday,Evening,Kolkata,Cycle,Wet,Clear,Daylight,Mechanical Failure,Minor
949,09-02-2023 12:00,Thursday,Evening,Bangalore,Truck,Snow,Rainy,Dark - No Light,Drunk Driving,Minor
950,09-02-2023 13:00,Sunday,Afternoon,Hyderabad,Truck,Wet,Clear,Dark - Street Light,Signal Jump,Fatal
951,09-02-2023 14:00,Sunday,Afternoon,Chennai,Bike,Wet,Storm,Dark - No Light,Mechanical Failure,Serious
952,09-02-2023 15:00,Tuesday,Night,Mumbai,Cycle,Wet,Rainy,Daylight,Drunk Driving,Serious
953,09-02-2023 16:00,Tuesday,Evening,Pune,Bike,Snow,Clear,Daylight,Drunk Driving,Minor
954,09-02-2023 17:00,Tuesday,Morning,Mumbai,Truck,Damaged,Rainy,Dark - Street Light,Wrong Turn,Minor
955,09-02-2023 18:00,Saturday,Afternoon,Pune,Cycle,Snow,Foggy,Daylight,Drunk Driving,Minor
956,09-02-2023 19:00,Saturday,Evening,Chennai,Truck,Damaged,Rainy,Daylight,Signal Jump,Fatal
957,09-02-2023 20:00,Wednesday,Evening,Chennai,Auto,Wet,Rainy,Dark - Street Light,Signal Jump,Fatal
958,09-02-2023 21:00,Wednesday,Afternoon,Chennai,Cycle,Dry,Foggy,Dark - No Light,Mechanical Failure,Serious
959,09-02-2023 22:00,Tuesday,Night,Bangalore,Cycle,Wet,Storm,Dark - Street Light,Mechanical Failure,Minor
960,09-02-2023 23:00,Thursday,Afternoon,Kolkata,Truck,Damaged,Clear,Dark - No Light,Drunk Driving,Minor
961,10-02-2023 00:00,Monday,Afternoon,Pune,Auto,Snow,Foggy,Dark - Street Light,Overspeed,Minor
962,10-02-2023 01:00,Saturday,Morning,Kolkata,Bus,Wet,Rainy,Dark - No Light,Wrong Turn,Minor
963,10-02-2023 02:00,Thursday,Morning,Bangalore,Bike,Snow,Clear,Dark - Street Light,Overspeed,Fatal
964,10-02-2023 03:00,Friday,Night,Bangalore,Truck,Snow,Foggy,Dark - No Light,Drunk Driving,Serious
965,10-02-2023 04:00,Saturday,Evening,Delhi,Cycle,Snow,Clear,Dark - Street Light,Drunk Driving,Serious
966,10-02-2023 05:00,Saturday,Afternoon,Mumbai,Bike,Wet,Clear,Dark - No Light,Overspeed,Fatal
967,10-02-2023 06:00,Wednesday,Night,Mumbai,Bike,Snow,Foggy,Dark - Street Light,Wrong Turn,Minor
968,10-02-2023 07:00,Monday,Morning,Hyderabad,Bike,Snow,Clear,Daylight,Overspeed,Serious
969,10-02-2023 08:00,Monday,Afternoon,Bangalore,Bus,Wet,Storm,Dark - No Light,Mechanical Failure,Serious
970,10-02-2023 09:00,Sunday,Evening,Pune,Car,Snow,Foggy,Dark - Street Light,Signal Jump,Fatal
971,10-02-2023 10:00,Sunday,Morning,Delhi,Truck,Wet,Storm,Dark - No Light,Mechanical Failure,Minor
972,10-02-2023 11:00,Sunday,Morning,Delhi,Car,Damaged,Rainy,Dark - No Light,Signal Jump,Serious
973,10-02-2023 12:00,Sunday,Morning,Kolkata,Car,Damaged,Clear,Dark - Street Light,Drunk Driving,Minor
974,10-02-2023 13:00,Friday,Night,Mumbai,Car,Damaged,Rainy,Dark - No Light,Wrong Turn,Serious
975,10-02-2023 14:00,Friday,Evening,Bangalore,Bike,Snow,Rainy,Dark - Street Light,Overspeed,Fatal
976,10-02-2023 15:00,Saturday,Afternoon,Hyderabad,Auto,Dry,Clear,Daylight,Wrong Turn,Minor
977,10-02-2023 16:00,Tuesday,Night,Bangalore,Bike,Dry,Foggy,Dark - No Light,Overspeed,Fatal
978,10-02-2023 17:00,Wednesday,Night,Kolkata,Bike,Snow,Clear,Daylight,Mechanical Failure,Serious
979,10-02-2023 18:00,Wednesday,Night,Chennai,Cycle,Dry,Rainy,Dark - No Light,Mechanical Failure,Fatal
980,10-02-2023 19:00,Sunday,Morning,Bangalore,Cycle,Wet,Rainy,Dark - No Light,Overspeed,Fatal
981,10-02-2023 20:00,Saturday,Evening,Kolkata,Car,Dry,Foggy,Dark - No Light,Wrong Turn,Fatal
982,10-02-2023 21:00,Thursday,Night,Chennai,Bike,Snow,Clear,Dark - Street Light,Overspeed,Serious
983,10-02-2023 22:00,Tuesday,Afternoon,Chennai,Car,Snow,Rainy,Daylight,Drunk Driving,Minor
984,10-02-2023 23:00,Saturday,Evening,Hyderabad,Cycle,Wet,Storm,Dark - No Light,Mechanical Failure,Fatal
985,11-02-2023 00:00,Tuesday,Afternoon,Pune,Auto,Damaged,Rainy,Dark - Street Light,Drunk Driving,Minor
986,11-02-2023 01:00,Tuesday,Evening,Mumbai,Truck,Snow,Rainy,Dark - No Light,Mechanical Failure,Serious
987,11-02-2023 02:00,Tuesday,Afternoon,Bangalore,Car,Wet,Foggy,Dark - Street Light,Mechanical Failure,Minor
988,11-02-2023 03:00,Saturday,Morning,Chennai,Auto,Dry,Storm,Dark - No Light,Signal Jump,Fatal
989,11-02-2023 04:00,Sunday,Night,Bangalore,Truck,Dry,Rainy,Daylight,Drunk Driving,Fatal
990,11-02-2023 05:00,Wednesday,Afternoon,Pune,Bus,Wet,Rainy,Daylight,Drunk Driving,Fatal
991,11-02-2023 06:00,Wednesday,Evening,Mumbai,Car,Wet,Storm,Dark - No Light,Signal Jump,Fatal
992,11-02-2023 07:00,Sunday,Night,Pune,Car,Snow,Clear,Dark - Street Light,Wrong Turn,Fatal
993,11-02-2023 08:00,Tuesday,Night,Mumbai,Bus,Dry,Clear,Dark - No Light,Drunk Driving,Fatal
994,11-02-2023 09:00,Thursday,Evening,Delhi,Bus,Wet,Rainy,Dark - Street Light,Overspeed,Serious
995,11-02-2023 10:00,Monday,Afternoon,Mumbai,Car,Dry,Rainy,Dark - No Light,Signal Jump,Serious
996,11-02-2023 11:00,Saturday,Morning,Hyderabad,Bus,Wet,Clear,Dark - Street Light,Drunk Driving,Serious
997,11-02-2023 12:00,Monday,Morning,Pune,Bike,Dry,Foggy,Daylight,Wrong Turn,Minor
998,11-02-2023 13:00,Sunday,Afternoon,Chennai,Truck,Damaged,Storm,Dark - No Light,Drunk Driving,Minor
999,11-02-2023 14:00,Thursday,Night,Delhi,Truck,Snow,Storm,Daylight,Mechanical Failure,Serious
1000,11-02-2023 15:00,Saturday,Night,Hyderabad,Truck,Dry,Foggy,Daylight,Overspeed,Minor
1001,11-02-2023 16:00,Sunday,Night,Bangalore,Bike,Damaged,Foggy,Dark - No Light,Signal Jump,Minor
1002,11-02-2023 17:00,Tuesday,Night,Pune,Bus,Dry,Foggy,Dark - No Light,Mechanical Failure,Fatal
1003,11-02-2023 18:00,Wednesday,Afternoon,Kolkata,Auto,Dry,Foggy,Dark - Street Light,Wrong Turn,Fatal
1004,11-02-2023 19:00,Monday,Night,Kolkata,Bus,Damaged,Foggy,Dark - Street Light,Mechanical Failure,Minor
1005,11-02-2023 20:00,Friday,Evening,Chennai,Car,Dry,Foggy,Daylight,Mechanical Failure,Minor
1006,11-02-2023 21:00,Friday,Night,Mumbai,Cycle,Dry,Storm,Dark - Street Light,Wrong Turn,Serious
1007,11-02-2023 22:00,Thursday,Morning,Chennai,Truck,Snow,Foggy,Dark - Street Light,Mechanical Failure,Minor
1008,11-02-2023 23:00,Tuesday,Night,Kolkata,Bus,Damaged,Clear,Dark - No Light,Signal Jump,Fatal
1009,12-02-2023 00:00,Monday,Afternoon,Bangalore,Auto,Damaged,Foggy,Dark - Street Light,Drunk Driving,Minor
1010,12-02-2023 01:00,Tuesday,Morning,Delhi,Car,Wet,Foggy,Daylight,Mechanical Failure,Serious
1011,12-02-2023 02:00,Monday,Afternoon,Delhi,Bike,Dry,Storm,Dark - Street Light,Signal Jump,Fatal
1012,12-02-2023 03:00,Thursday,Afternoon,Pune,Bike,Snow,Storm,Daylight,Drunk Driving,Fatal
1013,12-02-2023 04:00,Thursday,Morning,Delhi,Auto,Dry,Foggy,Dark - No Light,Drunk Driving,Fatal
1014,12-02-2023 05:00,Friday,Afternoon,Pune,Car,Dry,Storm,Daylight,Mechanical Failure,Fatal
1015,12-02-2023 06:00,Tuesday,Afternoon,Pune,Truck,Wet,Rainy,Dark - Street Light,Signal Jump,Minor
1016,12-02-2023 07:00,Saturday,Night,Pune,Bus,Dry,Storm,Dark - No Light,Mechanical Failure,Serious
1017,12-02-2023 08:00,Friday,Evening,Kolkata,Car,Snow,Storm,Dark - Street Light,Wrong Turn,Minor
1018,12-02-2023 09:00,Tuesday,Afternoon,Kolkata,Bike,Snow,Storm,Dark - No Light,Drunk Driving,Minor
1019,12-02-2023 10:00,Friday,Afternoon,Mumbai,Auto,Wet,Storm,Dark - No Light,Mechanical Failure,Fatal
1020,12-02-2023 11:00,Saturday,Afternoon,Hyderabad,Auto,Dry,Clear,Dark - Street Light,Drunk Driving,Serious
1021,12-02-2023 12:00,Wednesday,Night,Pune,Bus,Snow,Clear,Dark - Street Light,Signal Jump,Fatal
1022,12-02-2023 13:00,Wednesday,Evening,Pune,Auto,Dry,Clear,Dark - No Light,Overspeed,Minor
1023,12-02-2023 14:00,Wednesday,Morning,Hyderabad,Auto,Dry,Foggy,Dark - No Light,Mechanical Failure,Minor
1024,12-02-2023 15:00,Wednesday,Night,Chennai,Car,Dry,Foggy,Dark - Street Light,Mechanical Failure,Fatal
1025,12-02-2023 16:00,Sunday,Night,Pune,Truck,Wet,Rainy,Daylight,Drunk Driving,Minor
1026,12-02-2023 17:00,Monday,Evening,Mumbai,Bus,Dry,Clear,Dark - Street Light,Signal Jump,Minor
1027,12-02-2023 18:00,Sunday,Evening,Delhi,Car,Snow,Foggy,Dark - No Light,Wrong Turn,Fatal
1028,12-02-2023 19:00,Sunday,Night,Delhi,Truck,Dry,Storm,Dark - Street Light,Signal Jump,Minor
1029,12-02-2023 20:00,Sunday,Morning,Bangalore,Car,Snow,Storm,Daylight,Mechanical Failure,Serious
1030,12-02-2023 21:00,Wednesday,Night,Bangalore,Cycle,Dry,Clear,Dark - Street Light,Wrong Turn,Fatal
1031,12-02-2023 22:00,Saturday,Evening,Delhi,Car,Snow,Rainy,Dark - No Light,Signal Jump,Serious
1032,12-02-2023 23:00,Thursday,Morning,Delhi,Auto,Snow,Rainy,Dark - Street Light,Overspeed,Minor
1033,13-02-2023 00:00,Thursday,Evening,Kolkata,Truck,Dry,Storm,Dark - No Light,Drunk Driving,Minor
1034,13-02-2023 01:00,Monday,Morning,Mumbai,Bus,Dry,Rainy,Dark - No Light,Signal Jump,Fatal
1035,13-02-2023 02:00,Wednesday,Afternoon,Hyderabad,Bus,Snow,Clear,Dark - Street Light,Signal Jump,Minor
1036,13-02-2023 03:00,Wednesday,Evening,Bangalore,Truck,Damaged,Storm,Dark - No Light,Overspeed,Fatal
1037,13-02-2023 04:00,Wednesday,Evening,Kolkata,Auto,Wet,Foggy,Dark - No Light,Mechanical Failure,Fatal
1038,13-02-2023 05:00,Friday,Night,Kolkata,Bike,Damaged,Foggy,Daylight,Drunk Driving,Fatal
1039,13-02-2023 06:00,Tuesday,Evening,Hyderabad,Car,Damaged,Rainy,Daylight,Signal Jump,Fatal
1040,13-02-2023 07:00,Friday,Evening,Kolkata,Auto,Dry,Storm,Daylight,Wrong Turn,Fatal
1041,13-02-2023 08:00,Tuesday,Afternoon,Mumbai,Cycle,Wet,Storm,Daylight,Signal Jump,Serious
1042,13-02-2023 09:00,Wednesday,Evening,Delhi,Truck,Damaged,Foggy,Dark - No Light,Drunk Driving,Fatal
1043,13-02-2023 10:00,Wednesday,Afternoon,Pune,Car,Dry,Storm,Dark - Street Light,Signal Jump,Serious
1044,13-02-2023 11:00,Friday,Afternoon,Hyderabad,Bus,Damaged,Storm,Dark - No Light,Overspeed,Minor
1045,13-02-2023 12:00,Friday,Afternoon,Delhi,Bike,Damaged,Storm,Dark - No Light,Signal Jump,Fatal
1046,13-02-2023 13:00,Tuesday,Afternoon,Delhi,Cycle,Dry,Rainy,Dark - No Light,Signal Jump,Minor
1047,13-02-2023 14:00,Thursday,Morning,Chennai,Bus,Dry,Storm,Dark - Street Light,Wrong Turn,Fatal
1048,13-02-2023 15:00,Tuesday,Night,Hyderabad,Truck,Dry,Clear,Daylight,Overspeed,Serious
1049,13-02-2023 16:00,Friday,Morning,Kolkata,Car,Wet,Rainy,Dark - No Light,Overspeed,Serious
1050,13-02-2023 17:00,Saturday,Evening,Pune,Truck,Damaged,Storm,Dark - No Light,Signal Jump,Serious
1051,13-02-2023 18:00,Friday,Morning,Hyderabad,Car,Dry,Storm,Daylight,Wrong Turn,Minor
1052,13-02-2023 19:00,Saturday,Morning,Kolkata,Auto,Snow,Clear,Dark - No Light,Signal Jump,Fatal
1053,13-02-2023 20:00,Monday,Evening,Delhi,Bike,Damaged,Rainy,Dark - Street Light,Signal Jump,Minor
1054,13-02-2023 21:00,Friday,Evening,Pune,Auto,Snow,Foggy,Dark - No Light,Drunk Driving,Serious
1055,13-02-2023 22:00,Monday,Evening,Kolkata,Auto,Wet,Foggy,Dark - No Light,Drunk Driving,Minor
1056,13-02-2023 23:00,Thursday,Morning,Mumbai,Truck,Dry,Rainy,Daylight,Wrong Turn,Serious
1057,14-02-2023 00:00,Tuesday,Morning,Kolkata,Bike,Snow,Storm,Dark - No Light,Mechanical Failure,Serious
1058,14-02-2023 01:00,Saturday,Evening,Chennai,Car,Wet,Storm,Dark - No Light,Drunk Driving,Serious
1059,14-02-2023 02:00,Tuesday,Night,Delhi,Car,Dry,Foggy,Dark - Street Light,Mechanical Failure,Fatal
1060,14-02-2023 03:00,Monday,Night,Kolkata,Cycle,Snow,Foggy,Daylight,Overspeed,Fatal
1061,14-02-2023 04:00,Saturday,Afternoon,Bangalore,Bus,Snow,Foggy,Daylight,Drunk Driving,Serious
1062,14-02-2023 05:00,Tuesday,Evening,Bangalore,Cycle,Wet,Clear,Dark - Street Light,Drunk Driving,Minor
1063,14-02-2023 06:00,Friday,Afternoon,Chennai,Cycle,Dry,Foggy,Dark - No Light,Wrong Turn,Minor
1064,14-02-2023 07:00,Wednesday,Night,Mumbai,Car,Dry,Clear,Daylight,Mechanical Failure,Fatal
1065,14-02-2023 08:00,Monday,Afternoon,Delhi,Truck,Snow,Rainy,Daylight,Drunk Driving,Serious
1066,14-02-2023 09:00,Tuesday,Evening,Hyderabad,Auto,Snow,Storm,Dark - No Light,Drunk Driving,Minor
1067,14-02-2023 10:00,Monday,Evening,Chennai,Auto,Snow,Foggy,Dark - No Light,Wrong Turn,Serious
1068,14-02-2023 11:00,Sunday,Evening,Mumbai,Auto,Dry,Storm,Daylight,Wrong Turn,Minor
1069,14-02-2023 12:00,Monday,Morning,Hyderabad,Bike,Wet,Storm,Dark - No Light,Mechanical Failure,Fatal
1070,14-02-2023 13:00,Saturday,Afternoon,Bangalore,Car,Wet,Foggy,Daylight,Overspeed,Serious
1071,14-02-2023 14:00,Sunday,Night,Bangalore,Truck,Dry,Foggy,Dark - No Light,Overspeed,Serious
1072,14-02-2023 15:00,Saturday,Night,Hyderabad,Bike,Damaged,Rainy,Dark - No Light,Signal Jump,Minor
1073,14-02-2023 16:00,Wednesday,Night,Chennai,Bus,Wet,Clear,Dark - Street Light,Drunk Driving,Minor
1074,14-02-2023 17:00,Sunday,Morning,Bangalore,Truck,Snow,Clear,Dark - No Light,Mechanical Failure,Minor
1075,14-02-2023 18:00,Friday,Morning,Delhi,Cycle,Damaged,Storm,Dark - Street Light,Drunk Driving,Serious
1076,14-02-2023 19:00,Monday,Evening,Pune,Truck,Damaged,Foggy,Dark - No Light,Mechanical Failure,Fatal
1077,14-02-2023 20:00,Tuesday,Night,Kolkata,Truck,Wet,Rainy,Daylight,Mechanical Failure,Fatal
1078,14-02-2023 21:00,Thursday,Morning,Hyderabad,Auto,Damaged,Rainy,Daylight,Mechanical Failure,Minor
1079,14-02-2023 22:00,Monday,Evening,Hyderabad,Truck,Damaged,Rainy,Dark - No Light,Drunk Driving,Fatal
1080,14-02-2023 23:00,Monday,Night,Bangalore,Cycle,Wet,Rainy,Dark - No Light,Wrong Turn,Minor
1081,15-02-2023 00:00,Wednesday,Afternoon,Chennai,Cycle,Wet,Rainy,Daylight,Drunk Driving,Fatal
1082,15-02-2023 01:00,Friday,Evening,Delhi,Car,Damaged,Clear,Dark - No Light,Mechanical Failure,Serious
1083,15-02-2023 02:00,Thursday,Morning,Chennai,Truck,Snow,Clear,Dark - Street Light,Signal Jump,Minor
1084,15-02-2023 03:00,Sunday,Morning,Mumbai,Auto,Dry,Clear,Dark - Street Light,Overspeed,Fatal
1085,15-02-2023 04:00,Sunday,Evening,Mumbai,Truck,Damaged,Foggy,Dark - Street Light,Mechanical Failure,Serious
1086,15-02-2023 05:00,Sunday,Evening,Pune,Bus,Damaged,Storm,Dark - Street Light,Signal Jump,Fatal
1087,15-02-2023 06:00,Saturday,Morning,Bangalore,Bus,Snow,Rainy,Dark - Street Light,Wrong Turn,Serious
1088,15-02-2023 07:00,Saturday,Afternoon,Bangalore,Auto,Damaged,Foggy,Dark - No Light,Mechanical Failure,Serious
1089,15-02-2023 08:00,Tuesday,Night,Bangalore,Car,Damaged,Rainy,Dark - No Light,Signal Jump,Fatal
1090,15-02-2023 09:00,Thursday,Afternoon,Pune,Car,Dry,Clear,Dark - Street Light,Mechanical Failure,Fatal
1091,15-02-2023 10:00,Sunday,Evening,Mumbai,Cycle,Dry,Foggy,Dark - No Light,Drunk Driving,Serious
1092,15-02-2023 11:00,Saturday,Afternoon,Chennai,Cycle,Dry,Clear,Dark - No Light,Signal Jump,Serious
1093,15-02-2023 12:00,Tuesday,Morning,Pune,Bike,Wet,Rainy,Dark - Street Light,Drunk Driving,Serious
1094,15-02-2023 13:00,Friday,Evening,Pune,Auto,Wet,Rainy,Dark - No Light,Drunk Driving,Minor
1095,15-02-2023 14:00,Tuesday,Night,Chennai,Truck,Dry,Storm,Dark - No Light,Signal Jump,Serious
1096,15-02-2023 15:00,Saturday,Morning,Bangalore,Auto,Dry,Rainy,Dark - No Light,Overspeed,Minor
1097,15-02-2023 16:00,Wednesday,Morning,Delhi,Bike,Wet,Clear,Dark - Street Light,Signal Jump,Serious
1098,15-02-2023 17:00,Wednesday,Night,Chennai,Cycle,Snow,Rainy,Dark - No Light,Overspeed,Minor
1099,15-02-2023 18:00,Sunday,Night,Mumbai,Auto,Damaged,Storm,Daylight,Mechanical Failure,Serious
1100,15-02-2023 19:00,Wednesday,Afternoon,Hyderabad,Auto,Damaged,Storm,Daylight,Mechanical Failure,Serious
1101,15-02-2023 20:00,Sunday,Evening,Hyderabad,Cycle,Dry,Clear,Dark - Street Light,Signal Jump,Serious
1102,15-02-2023 21:00,Sunday,Night,Kolkata,Bike,Snow,Foggy,Daylight,Mechanical Failure,Fatal
1103,15-02-2023 22:00,Saturday,Night,Kolkata,Cycle,Wet,Rainy,Dark - Street Light,Wrong Turn,Fatal
1104,15-02-2023 23:00,Wednesday,Evening,Pune,Car,Dry,Storm,Daylight,Drunk Driving,Serious
1105,16-02-2023 00:00,Sunday,Night,Hyderabad,Truck,Snow,Rainy,Daylight,Drunk Driving,Minor
1106,16-02-2023 01:00,Thursday,Night,Delhi,Cycle,Snow,Rainy,Daylight,Overspeed,Minor
1107,16-02-2023 02:00,Friday,Afternoon,Bangalore,Bike,Snow,Foggy,Dark - Street Light,Mechanical Failure,Serious
1108,16-02-2023 03:00,Tuesday,Morning,Mumbai,Bus,Wet,Storm,Dark - Street Light,Overspeed,Fatal
1109,16-02-2023 04:00,Tuesday,Morning,Kolkata,Car,Wet,Rainy,Dark - No Light,Drunk Driving,Minor
1110,16-02-2023 05:00,Saturday,Morning,Delhi,Bus,Damaged,Storm,Dark - Street Light,Drunk Driving,Fatal
1111,16-02-2023 06:00,Wednesday,Morning,Mumbai,Cycle,Damaged,Clear,Daylight,Mechanical Failure,Minor
1112,16-02-2023 07:00,Wednesday,Night,Mumbai,Car,Snow,Clear,Daylight,Wrong Turn,Serious
1113,16-02-2023 08:00,Sunday,Evening,Bangalore,Truck,Snow,Rainy,Dark - Street Light,Wrong Turn,Fatal
1114,16-02-2023 09:00,Monday,Evening,Pune,Cycle,Wet,Storm,Dark - Street Light,Mechanical Failure,Minor
1115,16-02-2023 10:00,Sunday,Afternoon,Hyderabad,Truck,Damaged,Rainy,Dark - Street Light,Mechanical Failure,Serious
1116,16-02-2023 11:00,Friday,Afternoon,Bangalore,Auto,Snow,Storm,Dark - No Light,Overspeed,Serious
1117,16-02-2023 12:00,Thursday,Night,Delhi,Bus,Damaged,Storm,Daylight,Mechanical Failure,Serious
1118,16-02-2023 13:00,Tuesday,Evening,Pune,Car,Damaged,Foggy,Dark - No Light,Wrong Turn,Fatal
1119,16-02-2023 14:00,Sunday,Evening,Delhi,Truck,Snow,Foggy,Dark - No Light,Mechanical Failure,Fatal
1120,16-02-2023 15:00,Monday,Morning,Pune,Bike,Wet,Foggy,Daylight,Overspeed,Serious
1121,16-02-2023 16:00,Monday,Night,Kolkata,Truck,Snow,Rainy,Daylight,Overspeed,Fatal
1122,16-02-2023 17:00,Sunday,Night,Delhi,Bike,Snow,Foggy,Dark - Street Light,Overspeed,Minor
1123,16-02-2023 18:00,Saturday,Morning,Bangalore,Cycle,Damaged,Foggy,Dark - Street Light,Overspeed,Serious
1124,16-02-2023 19:00,Tuesday,Night,Pune,Car,Snow,Clear,Dark - No Light,Signal Jump,Serious
1125,16-02-2023 20:00,Saturday,Night,Pune,Truck,Wet,Storm,Dark - Street Light,Mechanical Failure,Fatal
1126,16-02-2023 21:00,Thursday,Afternoon,Mumbai,Truck,Snow,Storm,Dark - Street Light,Drunk Driving,Serious
1127,16-02-2023 22:00,Monday,Evening,Mumbai,Car,Wet,Foggy,Daylight,Mechanical Failure,Minor
1128,16-02-2023 23:00,Monday,Night,Chennai,Truck,Wet,Storm,Daylight,Signal Jump,Fatal
1129,17-02-2023 00:00,Friday,Afternoon,Delhi,Bike,Damaged,Clear,Dark - Street Light,Overspeed,Fatal
1130,17-02-2023 01:00,Thursday,Evening,Mumbai,Truck,Dry,Clear,Daylight,Signal Jump,Serious
1131,17-02-2023 02:00,Monday,Morning,Chennai,Bus,Dry,Foggy,Dark - Street Light,Wrong Turn,Serious
1132,17-02-2023 03:00,Thursday,Afternoon,Kolkata,Cycle,Damaged,Clear,Daylight,Wrong Turn,Serious
1133,17-02-2023 04:00,Tuesday,Afternoon,Kolkata,Auto,Snow,Storm,Daylight,Mechanical Failure,Fatal
1134,17-02-2023 05:00,Wednesday,Evening,Mumbai,Bike,Damaged,Rainy,Daylight,Mechanical Failure,Serious
1135,17-02-2023 06:00,Monday,Morning,Delhi,Bus,Wet,Storm,Daylight,Drunk Driving,Minor
1136,17-02-2023 07:00,Friday,Afternoon,Pune,Cycle,Dry,Rainy,Dark - Street Light,Drunk Driving,Serious
1137,17-02-2023 08:00,Tuesday,Night,Hyderabad,Car,Damaged,Foggy,Dark - No Light,Wrong Turn,Serious
1138,17-02-2023 09:00,Sunday,Night,Delhi,Bike,Snow,Rainy,Daylight,Overspeed,Fatal
1139,17-02-2023 10:00,Thursday,Night,Bangalore,Auto,Damaged,Clear,Dark - Street Light,Signal Jump,Serious
1140,17-02-2023 11:00,Sunday,Morning,Kolkata,Cycle,Dry,Storm,Dark - Street Light,Drunk Driving,Fatal
1141,17-02-2023 12:00,Saturday,Afternoon,Mumbai,Auto,Damaged,Rainy,Daylight,Drunk Driving,Serious
1142,17-02-2023 13:00,Tuesday,Night,Mumbai,Car,Damaged,Storm,Dark - No Light,Overspeed,Minor
1143,17-02-2023 14:00,Sunday,Morning,Pune,Car,Dry,Foggy,Daylight,Overspeed,Minor
1144,17-02-2023 15:00,Monday,Night,Bangalore,Bike,Wet,Foggy,Dark - Street Light,Mechanical Failure,Fatal
1145,17-02-2023 16:00,Thursday,Evening,Pune,Truck,Wet,Clear,Dark - No Light,Signal Jump,Fatal
1146,17-02-2023 17:00,Wednesday,Afternoon,Bangalore,Car,Dry,Foggy,Dark - Street Light,Overspeed,Serious
1147,17-02-2023 18:00,Tuesday,Afternoon,Hyderabad,Cycle,Damaged,Rainy,Daylight,Drunk Driving,Serious
1148,17-02-2023 19:00,Monday,Morning,Kolkata,Truck,Dry,Foggy,Dark - No Light,Drunk Driving,Minor
1149,17-02-2023 20:00,Friday,Morning,Mumbai,Bus,Wet,Clear,Dark - Street Light,Wrong Turn,Serious
1150,17-02-2023 21:00,Saturday,Afternoon,Mumbai,Auto,Snow,Storm,Dark - Street Light,Overspeed,Minor
1151,17-02-2023 22:00,Thursday,Night,Hyderabad,Truck,Damaged,Storm,Dark - Street Light,Mechanical Failure,Fatal
1152,17-02-2023 23:00,Tuesday,Night,Chennai,Auto,Wet,Foggy,Daylight,Signal Jump,Serious
1153,18-02-2023 00:00,Tuesday,Evening,Kolkata,Truck,Damaged,Rainy,Dark - No Light,Mechanical Failure,Fatal
1154,18-02-2023 01:00,Wednesday,Night,Pune,Bus,Dry,Clear,Daylight,Drunk Driving,Serious
1155,18-02-2023 02:00,Wednesday,Morning,Hyderabad,Car,Snow,Rainy,Daylight,Mechanical Failure,Minor
1156,18-02-2023 03:00,Friday,Morning,Pune,Bus,Dry,Clear,Daylight,Drunk Driving,Fatal
1157,18-02-2023 04:00,Saturday,Night,Delhi,Car,Snow,Foggy,Dark - No Light,Drunk Driving,Fatal
